,centroid,origin_geometry,distance_origin_to_centroid,geometry
246,POINT (28.9796001 41.03029625),POINT (28.9751 41.02567),672.3541528261915,POINT (28.9751 41.02567)
247,POINT (29.1013868 41.0943323),POINT (29.06917 41.12266),4511.878188056993,POINT (29.06917 41.12266)
248,POINT (28.9821093 41.0412067),POINT (28.98167 41.03951),172.3730449834245,POINT (28.98167 41.03951)
249,POINT (28.9796001 41.03029625),POINT (28.97789 41.02508),542.554122650187,POINT (28.97789 41.02508)
250,POINT (29.0428689 41.0072355),POINT (29.04734 41.0097),550.633340840273,POINT (29.04734 41.0097)
251,POINT (29.0004588 41.0487174),POINT (29.00637 41.05087),687.9260009857172,POINT (29.00637 41.05087)
252,POINT (28.95731345 41.01471045),POINT (28.95847 41.01989),520.9124544647964,POINT (28.95847 41.01989)
253,POINT (29.0381205 40.9852841),POINT (29.03288 40.98628),588.8827300188725,POINT (29.03288 40.98628)
254,POINT (28.9796001 41.03029625),POINT (28.98395 41.03112),488.7612336600499,POINT (28.98395 41.03112)
255,POINT (28.9780884 41.0317305),POINT (28.97407 41.03572),591.224697147702,POINT (28.97407 41.03572)
256,POINT (29.0253075 41.0777839),POINT (29.02981 41.07558),543.2607151591282,POINT (29.02981 41.07558)
257,POINT (28.95731345 41.01471045),POINT (28.97035 41.00419),1771.8136053654782,POINT (28.97035 41.00419)
258,POINT (29.0609895 40.9713669),POINT (29.06653 40.97637),783.8809071499404,POINT (29.06653 40.97637)
259,POINT (28.9780884 41.0317305),POINT (28.97325 41.0305),549.5119938844869,POINT (28.97325 41.0305)
260,POINT (29.0381205 40.9852841),POINT (29.02797 40.99429),1426.633848660399,POINT (29.02797 40.99429)
261,POINT (28.95731345 41.01471045),POINT (28.97925 41.00626),2567.0671144728226,POINT (28.97925 41.00626)
262,POINT (29.016612 41.066644),POINT (29.02619 41.04851),2061.0242290764095,POINT (29.02619 41.04851)
263,POINT (29.016612 41.066644),POINT (29.02619 41.04944),1983.9163802526398,POINT (29.02619 41.04944)
264,POINT (28.9796001 41.03029625),POINT (28.98025 41.00685),2286.153352672277,POINT (28.98025 41.00685)
265,POINT (28.95731345 41.01471045),POINT (28.97901 41.00512),2580.0346963200977,POINT (28.97901 41.00512)
266,POINT (29.03654855 41.07449),POINT (29.04613 41.08665),1590.7725248232907,POINT (29.04613 41.08665)
267,POINT (28.93311846700005 41.01505125600005),POINT (28.92964000000001 40.99825),1682.9313480466594,POINT (28.92964000000001 40.99825)
268,POINT (28.9796001 41.03029625),POINT (28.97921 41.02769),257.65417110076464,POINT (28.97921 41.02769)
269,POINT (28.9780884 41.0317305),POINT (28.97344 41.03626),678.4678544026965,POINT (28.97344 41.03626)
270,POINT (28.98725545 41.06247485),POINT (28.98454000000001 41.06254000000001),301.03530483778843,POINT (28.98454000000001 41.06254000000001)
271,POINT (28.9821093 41.0412067),POINT (28.98309 41.03837),297.05248600364746,POINT (28.98309 41.03837)
272,POINT (28.9780884 41.0317305),POINT (28.97475 41.02699000000001),591.9175343945186,POINT (28.97475 41.02699000000001)
273,POINT (29.0381205 40.9852841),POINT (29.02736 40.99408),1468.5085591961272,POINT (29.02736 40.99408)
274,POINT (28.24890332700005 41.07391090200008),POINT (28.31601 41.14007),9870.958425203087,POINT (28.31601 41.14007)
275,POINT (28.9796001 41.03029625),POINT (28.97505 41.02574),671.9476664523298,POINT (28.97505 41.02574)
276,POINT (28.95731345 41.01471045),POINT (28.96628 41.00457),1401.664910013825,POINT (28.96628 41.00457)
277,POINT (28.95731345 41.01471045),POINT (28.9807 41.00311),2827.9258397747776,POINT (28.9807 41.00311)
278,POINT (28.9796001 41.03029625),POINT (28.97683 41.02735),420.3731337069984,POINT (28.97683 41.02735)
279,POINT (28.9821093 41.0412067),POINT (28.98204 41.03757),354.5004171936956,POINT (28.98204 41.03757)
280,POINT (29.01217945 41.0053215),POINT (29.02497 40.99607),1679.9036108581138,POINT (29.02497 40.99607)
281,POINT (29.01217945 41.0053215),POINT (29.02497 40.99607),1679.9036108581138,POINT (29.02497 40.99607)
282,POINT (29.01217945 41.0053215),POINT (29.02497 40.99607),1679.9036108581138,POINT (29.02497 40.99607)
283,POINT (28.99013805 41.03554045),POINT (28.9879 41.03196),428.1018068569408,POINT (28.9879 41.03196)
284,POINT (28.93311846700005 41.01505125600005),POINT (28.93031 41.00349),1169.4434285331995,POINT (28.93031 41.00349)
285,POINT (28.9910654 41.0517089),POINT (28.99166 41.05324),163.10781482354946,POINT (28.99166 41.05324)
286,POINT (28.9796001 41.03029625),POINT (28.9767 41.02648),491.58025167620326,POINT (28.9767 41.02648)
287,POINT (29.0346424 41.0199689),POINT (29.01908 41.03063),2013.395560505778,POINT (29.01908 41.03063)
288,POINT (28.99013805 41.03554045),POINT (28.99017000000001 41.03686),128.63644565631336,POINT (28.99017000000001 41.03686)
289,POINT (28.9780884 41.0317305),POINT (28.97575 41.03474),391.4105959578625,POINT (28.97575 41.03474)
290,POINT (28.9796001 41.03029625),POINT (28.97595 41.0244),702.7718119358976,POINT (28.97595 41.0244)
291,POINT (28.9780884 41.0317305),POINT (28.97112000000001 41.03291),780.8533853699828,POINT (28.97112000000001 41.03291)
292,POINT (28.9796001 41.03029625),POINT (28.97398 41.02565),770.1063234504163,POINT (28.97398 41.02565)
293,POINT (28.6558715 41.0035576),POINT (28.6788 40.98095),3367.656307723105,POINT (28.6788 40.98095)
294,POINT (29.016612 41.066644),POINT (29.02561 41.05101),1820.5208118969654,POINT (29.02561 41.05101)
295,POINT (28.9796001 41.03029625),POINT (28.97626 41.02514),624.1646071755259,POINT (28.97626 41.02514)
296,POINT (28.9796001 41.03029625),POINT (28.98238 41.0304),308.27733166341113,POINT (28.98238 41.0304)
297,POINT (28.9796001 41.03029625),POINT (28.97994000000001 41.03171),142.83863428680093,POINT (28.97994000000001 41.03171)
298,POINT (29.0609895 40.9713669),POINT (29.05965 40.9756),438.1493011523392,POINT (29.05965 40.9756)
299,POINT (28.9796001 41.03029625),POINT (28.98094 41.03116),170.70683201475427,POINT (28.98094 41.03116)
300,POINT (28.9796001 41.03029625),POINT (28.98067 41.03207),209.62895758137603,POINT (28.98067 41.03207)
301,POINT (28.9796001 41.03029625),POINT (28.98048 41.03234000000001),221.77292355065245,POINT (28.98048 41.03234000000001)
302,POINT (28.9780884 41.0317305),POINT (28.97442 41.03735),682.1076957629961,POINT (28.97442 41.03735)
303,POINT (28.9796001 41.03029625),POINT (28.98498 41.02935),603.3724778283114,POINT (28.98498 41.02935)
304,POINT (28.953994 41.036385),POINT (28.94735 41.02837),1073.6684086653438,POINT (28.94735 41.02837)
305,POINT (28.953994 41.036385),POINT (28.94597000000001 41.02985),1093.9755417724996,POINT (28.94597000000001 41.02985)
306,POINT (29.09504196300003 41.02544708100004),POINT (29.08375 41.02731),1264.6424663608636,POINT (29.08375 41.02731)
307,POINT (28.93311846700005 41.01505125600005),POINT (28.92449 41.01966),1056.6517749773727,POINT (28.92449 41.01966)
308,POINT (28.9796001 41.03029625),POINT (28.98099 41.03055),156.02250068213115,POINT (28.98099 41.03055)
309,POINT (29.0084154 41.0687452),POINT (29.011 41.06311),619.2770523287289,POINT (29.011 41.06311)
310,POINT (28.953994 41.036385),POINT (28.94896 41.02959),866.0732158994063,POINT (28.94896 41.02959)
311,POINT (28.953994 41.036385),POINT (28.94787 41.02885),1000.1338484200437,POINT (28.94787 41.02885)
312,POINT (29.0001178 41.0527306),POINT (29.00181 41.05093),256.82479031851784,POINT (29.00181 41.05093)
313,POINT (29.0001178 41.0527306),POINT (29.00582 41.05164),640.8791501447316,POINT (29.00582 41.05164)
314,POINT (28.99013805 41.03554045),POINT (28.98687 41.03249),468.58008267405654,POINT (28.98687 41.03249)
315,POINT (29.01217945 41.0053215),POINT (29.01251 41.0243),1849.3874815643987,POINT (29.01251 41.0243)
316,POINT (29.01217945 41.0053215),POINT (29.01251 41.0243),1849.3874815643987,POINT (29.01251 41.0243)
317,POINT (29.01217945 41.0053215),POINT (29.01251 41.0243),1849.3874815643987,POINT (29.01251 41.0243)
318,POINT (29.0004588 41.0487174),POINT (28.99915 41.04298),577.5608509789756,POINT (28.99915 41.04298)
319,POINT (28.98894300000007 41.05008799900003),POINT (28.98736 41.04995),175.96732899773613,POINT (28.98736 41.04995)
320,POINT (29.0284631 41.2165614),POINT (29.02467 41.22204),679.3926229448477,POINT (29.02467 41.22204)
321,POINT (28.8200919 41.0030673),POINT (28.81183 41.00382000000001),918.6318038907158,POINT (28.81183 41.00382000000001)
322,POINT (28.9796001 41.03029625),POINT (28.98401 41.03211),519.7535182284812,POINT (28.98401 41.03211)
323,POINT (28.9780884 41.0317305),POINT (28.97534000000001 41.02788),483.3454503696382,POINT (28.97534000000001 41.02788)
324,POINT (28.9780884 41.0317305),POINT (28.97624 41.02868),361.0537970805686,POINT (28.97624 41.02868)
325,POINT (29.016612 41.066644),POINT (29.02634 41.04837),2081.289330004256,POINT (29.02634 41.04837)
326,POINT (28.953994 41.036385),POINT (28.94857 41.02981),878.7690049879565,POINT (28.94857 41.02981)
327,POINT (28.953994 41.036385),POINT (28.9481 41.02875),990.3167427648549,POINT (28.9481 41.02875)
328,POINT (28.95731345 41.01471045),POINT (28.97978 41.00394),2702.3251103415105,POINT (28.97978 41.00394)
329,POINT (28.97870225 41.05463435),POINT (28.97864 41.05356),104.93204829281356,POINT (28.97864 41.05356)
330,POINT (28.953994 41.036385),POINT (28.94567 41.03903),957.9452480398111,POINT (28.94567 41.03903)
331,POINT (28.9796001 41.03029625),POINT (28.98389 41.03045),475.70909390006955,POINT (28.98389 41.03045)
332,POINT (28.95731345 41.01471045),POINT (28.96917 41.00408),1673.4990257032036,POINT (28.96917 41.00408)
333,POINT (28.98894300000007 41.05008799900003),POINT (28.98836 41.0497),74.86652038316912,POINT (28.98836 41.0497)
334,POINT (28.95731345 41.01471045),POINT (28.96863 41.00444),1604.8034505548055,POINT (28.96863 41.00444)
335,POINT (28.9796001 41.03029625),POINT (28.98159 41.02976),226.6587598507748,POINT (28.98159 41.02976)
336,POINT (28.9780884 41.0317305),POINT (28.97369 41.03073),497.1547226563627,POINT (28.97369 41.03073)
337,POINT (28.9996767 41.07080525),POINT (28.99873 41.07533),453.20413881458427,POINT (28.99873 41.07533)
338,POINT (29.12400894000007 40.93558331700007),POINT (29.13958 40.94378),1901.2811048792282,POINT (29.13958 40.94378)
339,POINT (29.0004588 41.0487174),POINT (29.00527 41.04236),817.3531880522078,POINT (29.00527 41.04236)
340,POINT (29.17742505600006 41.03237008600007),POINT (29.58172 41.16284),46568.48520620891,POINT (29.58172 41.16284)
341,POINT (29.17742505600006 41.03237008600007),POINT (29.17809 41.03261),77.30798277284859,POINT (29.17809 41.03261)
342,POINT (29.0224208 41.0793328),POINT (29.02004 41.0822),384.25439393276525,POINT (29.02004 41.0822)
343,POINT (28.839429 41.021644),POINT (28.84413 41.03003),970.1486067134631,POINT (28.84413 41.03003)
344,POINT (29.06083285 41.0306245),POINT (29.04829 41.0428),1827.2016517788586,POINT (29.04829 41.0428)
345,POINT (29.0284631 41.2165614),POINT (29.00687000000001 41.23412),2941.769541861719,POINT (29.00687000000001 41.23412)
346,POINT (28.9996767 41.07080525),POINT (29.00072 41.07186),154.7056362995054,POINT (29.00072 41.07186)
347,POINT (29.17742505600006 41.03237008600007),POINT (29.20436 41.00618),3924.4408243802372,POINT (29.20436 41.00618)
348,POINT (28.9821093 41.0412067),POINT (28.98308 41.03862),274.0862140476619,POINT (28.98308 41.03862)
349,POINT (28.953994 41.036385),POINT (28.94943 41.03027),781.8176777720159,POINT (28.94943 41.03027)
350,POINT (29.0004588 41.0487174),POINT (29.00271 41.0475),276.2748315304323,POINT (29.00271 41.0475)
351,POINT (28.9996767 41.07080525),POINT (28.99647 41.07395),469.27446114492415,POINT (28.99647 41.07395)
352,POINT (28.8727842 40.9775523),POINT (28.87263 40.97522),228.1755843615162,POINT (28.87263 40.97522)
353,POINT (28.9796001 41.03029625),POINT (28.98356 41.02951),445.5359181715487,POINT (28.98356 41.02951)
354,POINT (28.99013805 41.03554045),POINT (28.98726 41.02998),628.7849014683507,POINT (28.98726 41.02998)
355,POINT (29.0253075 41.0777839),POINT (29.02441 41.07444),340.59816893885125,POINT (29.02441 41.07444)
356,POINT (29.05480284200007 41.16968134000007),POINT (29.09007 41.1745),3936.9634572230525,POINT (29.09007 41.1745)
357,POINT (29.256068 40.881102),POINT (29.30315 40.81867),8002.528668048656,POINT (29.30315 40.81867)
358,POINT (29.016612 41.066644),POINT (29.0191 41.06002),701.7743117260553,POINT (29.0191 41.06002)
359,POINT (28.9780884 41.0317305),POINT (28.96941 41.03164),961.9137832149993,POINT (28.96941 41.03164)
360,POINT (28.93311846700005 41.01505125600005),POINT (28.93065 41.01719),344.00371491766896,POINT (28.93065 41.01719)
361,POINT (29.0609895 40.9713669),POINT (29.0671 40.97589),807.8936763102133,POINT (29.0671 40.97589)
362,POINT (28.9868253 41.0523695),POINT (28.98742 41.05378),152.44150577700114,POINT (28.98742 41.05378)
363,POINT (29.0381205 40.9852841),POINT (29.03336 40.9959),1160.8835835925731,POINT (29.03336 40.9959)
364,POINT (28.8727842 40.9775523),POINT (28.87351 40.97531),233.07547810631024,POINT (28.87351 40.97531)
365,POINT (29.256068 40.881102),POINT (29.30739 40.86749),5840.310958269597,POINT (29.30739 40.86749)
366,POINT (29.0763525 40.9626436),POINT (29.07474 40.97353),1074.9485221039988,POINT (29.07474 40.97353)
367,POINT (29.04693296500005 40.98701972100001),POINT (29.04234000000001 40.98984),578.4489781259808,POINT (29.04234000000001 40.98984)
368,POINT (28.8239706 40.96239050000001),POINT (28.82044 40.96272),392.6258188368025,POINT (28.82044 40.96272)
369,POINT (28.9780884 41.0317305),POINT (28.97643 41.03597),452.22316340282396,POINT (28.97643 41.03597)
370,POINT (28.9796001 41.03029625),POINT (28.98017 41.03219),195.07040660261256,POINT (28.98017 41.03219)
371,POINT (29.01217945 41.0053215),POINT (29.01541 41.01300000000001),829.3608646843253,POINT (29.01541 41.01300000000001)
372,POINT (29.01217945 41.0053215),POINT (29.01541 41.01300000000001),829.3608646843253,POINT (29.01541 41.01300000000001)
373,POINT (29.01217945 41.0053215),POINT (29.01541 41.01300000000001),829.3608646843253,POINT (29.01541 41.01300000000001)
374,POINT (29.01217945 41.0053215),POINT (29.0125 41.01306),754.7780697467037,POINT (29.0125 41.01306)
375,POINT (29.01217945 41.0053215),POINT (29.0125 41.01306),754.7780697467037,POINT (29.0125 41.01306)
376,POINT (29.01217945 41.0053215),POINT (29.0125 41.01306),754.7780697467037,POINT (29.0125 41.01306)
377,POINT (28.98894300000007 41.05008799900003),POINT (28.98635 41.04929),297.731872024675,POINT (28.98635 41.04929)
378,POINT (28.9796001 41.03029625),POINT (28.98385 41.03065),472.29955368260926,POINT (28.98385 41.03065)
379,POINT (28.9780884 41.0317305),POINT (28.9732 41.03299000000001),555.5391766232888,POINT (28.9732 41.03299000000001)
380,POINT (28.9780884 41.0317305),POINT (28.97359 41.03214000000001),500.17663954275605,POINT (28.97359 41.03214000000001)
381,POINT (28.9780884 41.0317305),POINT (28.97366 41.03271),500.0208405705876,POINT (28.97366 41.03271)
382,POINT (29.0550429 41.0006797),POINT (29.05638 40.99258),802.6034613550629,POINT (29.05638 40.99258)
383,POINT (28.8239706 40.96239050000001),POINT (28.82156 40.96146),282.18831070454576,POINT (28.82156 40.96146)
384,POINT (29.01217945 41.0053215),POINT (29.01355 41.02003),1441.0316461956104,POINT (29.01355 41.02003)
385,POINT (29.01217945 41.0053215),POINT (29.01355 41.02003),1441.0316461956104,POINT (29.01355 41.02003)
386,POINT (29.01217945 41.0053215),POINT (29.01355 41.02003),1441.0316461956104,POINT (29.01355 41.02003)
387,POINT (28.8239706 40.96239050000001),POINT (28.82026 40.96142),422.0245942785501,POINT (28.82026 40.96142)
388,POINT (28.8239706 40.96239050000001),POINT (28.82059000000001 40.96296),378.7823077904835,POINT (28.82059000000001 40.96296)
389,POINT (28.8239706 40.96239050000001),POINT (28.82099 40.9622),330.8712299447282,POINT (28.82099 40.9622)
390,POINT (28.993006 41.05005999999999),POINT (28.99457 41.0465),387.8028360646357,POINT (28.99457 41.0465)
391,POINT (28.9458539 41.0123804),POINT (28.95067 41.01094000000001),551.9528322765228,POINT (28.95067 41.01094000000001)
392,POINT (28.9995352 41.0557256),POINT (29.00334 41.05886),520.6840364472627,POINT (29.00334 41.05886)
393,POINT (28.9459883 41.0693131),POINT (28.95132000000001 41.05945),1128.5996844419906,POINT (28.95132000000001 41.05945)
394,POINT (28.9863997 41.05934910000001),POINT (28.98673 41.0604),108.75840914555239,POINT (28.98673 41.0604)
395,POINT (28.9780884 41.0317305),POINT (28.9761 41.03725),581.3269700028796,POINT (28.9761 41.03725)
396,POINT (28.9821093 41.0412067),POINT (28.9833 41.04006),172.93068005631028,POINT (28.9833 41.04006)
397,POINT (28.9780884 41.0317305),POINT (28.97433 41.03614),598.5105081945571,POINT (28.97433 41.03614)
398,POINT (28.9780884 41.0317305),POINT (28.97242 41.03488),699.2367849905867,POINT (28.97242 41.03488)
399,POINT (28.9780884 41.0317305),POINT (28.97707 41.03439),282.705843585714,POINT (28.97707 41.03439)
400,POINT (29.03867389500005 41.02383388600003),POINT (29.03997 41.02672000000001),315.69229669759176,POINT (29.03997 41.02672000000001)
401,POINT (28.9796001 41.03029625),POINT (28.9854 41.03063),643.6570078364417,POINT (28.9854 41.03063)
402,POINT (28.9796001 41.03029625),POINT (28.97363 41.02424),886.6996920514918,POINT (28.97363 41.02424)
403,POINT (28.96747055 41.0711126),POINT (28.97601 41.07329),969.9731928453103,POINT (28.97601 41.07329)
404,POINT (28.8200919 41.0030673),POINT (28.82735 41.00406),810.2500759272999,POINT (28.82735 41.00406)
405,POINT (29.256068 40.881102),POINT (29.29089 40.92538),5780.388792605524,POINT (29.29089 40.92538)
406,POINT (29.256068 40.881102),POINT (29.29017 40.92544),5731.802756741416,POINT (29.29017 40.92544)
407,POINT (28.99013805 41.03554045),POINT (28.98687 41.0352),363.73241893933596,POINT (28.98687 41.0352)
408,POINT (28.9863997 41.05934910000001),POINT (28.98705 41.05646),290.62613727105327,POINT (28.98705 41.05646)
409,POINT (28.9996767 41.07080525),POINT (28.99669 41.07543),559.1582389564626,POINT (28.99669 41.07543)
410,POINT (29.0004588 41.0487174),POINT (29.01426 41.04676),1541.5111090217774,POINT (29.01426 41.04676)
411,POINT (28.9780884 41.0317305),POINT (28.9758 41.03587),476.5429167625464,POINT (28.9758 41.03587)
412,POINT (28.6558715 41.0035576),POINT (28.6499 41.00387),662.5260142264984,POINT (28.6499 41.00387)
413,POINT (28.9796001 41.03029625),POINT (28.98312 41.03404000000001),534.1520681226452,POINT (28.98312 41.03404000000001)
414,POINT (28.9796001 41.03029625),POINT (28.98247000000001 41.03016),318.36369623648335,POINT (28.98247000000001 41.03016)
415,POINT (28.99013805 41.03554045),POINT (28.98859 41.03388),235.84214153056595,POINT (28.98859 41.03388)
